2001:1200::,2001:1200:ffff:ffff:ffff:ffff:ffff:ffff,MX
2001:1201:10::,2001:1201:1f:ffff:ffff:ffff:ffff:ffff,MX
2001:1208::,2001:1208:ffff:ffff:ffff:ffff:ffff:ffff,MX
2001:1210::,2001:1210:ffff:ffff:ffff:ffff:ffff:ffff,MX
2001:1218::,2001:1218:ffff:ffff:ffff:ffff:ffff:ffff,MX
2001:1220::,2001:1221:0:ffff:ffff:ffff:ffff:ffff,MX
2001:1228::,2001:1228:ffff:ffff:ffff:ffff:ffff:ffff,MX
2001:122c::,2001:122c:ffff:ffff:ffff:ffff:ffff:ffff,MX
2001:1230::,2001:1230:ffff:ffff:ffff:ffff:ffff:ffff,MX
2001:1238::,2001:1238:ffff:ffff:ffff:ffff:ffff:ffff,MX
2001:1240::,2001:1240:ffff:ffff:ffff:ffff:ffff:ffff,MX
2001:1248::,2001:1248:ffff:ffff:ffff:ffff:ffff:ffff,MX
2001:1250::,2001:1250:ffff:ffff:ffff:ffff:ffff:ffff,MX
2001:1258::,2001:1258:ffff:ffff:ffff:ffff:ffff:ffff,MX
2001:1260::,2001:1260:ffff:ffff:ffff:ffff:ffff:ffff,MX
2001:1270::,2001:1270:ffff:ffff:ffff:ffff:ffff:ffff,MX
2001:1278::,2001:1278:ffff:ffff:ffff:ffff:ffff:ffff,MX
2001:1280::,2001:1280:ffff:ffff:ffff:ffff:ffff:ffff,BR
2001:1284::,2001:1284:ffff:ffff:ffff:ffff:ffff:ffff,BR
2001:1288::,2001:1288:ffff:ffff:ffff:ffff:ffff:ffff,BR
2001:128c::,2001:128c:ffff:ffff:ffff:ffff:ffff:ffff,BR
2001:1290::,2001:1291:ffff:ffff:ffff:ffff:ffff:ffff,BR
2001:1294::,2001:1294:ffff:ffff:ffff:ffff:ffff:ffff,BR
2001:1298::,2001:1298:ffff:ffff:ffff:ffff:ffff:ffff,BR
2001:129c::,2001:129c:ffff:ffff:ffff:ffff:ffff:ffff,BR
2001:12a0::,2001:12a0:ffff:ffff:ffff:ffff:ffff:ffff,BR
2001:12a4::,2001:12a4:ffff:ffff:ffff:ffff:ffff:ffff,BR
2001:12ac::,2001:12ac:ffff:ffff:ffff:ffff:ffff:ffff,BR
2001:12b0::,2001:12b0:ffff:ffff:ffff:ffff:ffff:ffff,BR
2001:12b4::,2001:12b4:ffff:ffff:ffff:ffff:ffff:ffff,BR
2001:12b8::,2001:12b8:ffff:ffff:ffff:ffff:ffff:ffff,BR
2001:12bc::,2001:12bc:ffff:ffff:ffff:ffff:ffff:ffff,BR
2001:12c0::,2001:12c0:ffff:ffff:ffff:ffff:ffff:ffff,BR
2001:12c4::,2001:12c4:ffff:ffff:ffff:ffff:ffff:ffff,BR
2001:12c8::,2001:12c8:ffff:ffff:ffff:ffff:ffff:ffff,BR
2001:12d0::,2001:12d0:ffff:ffff:ffff:ffff:ffff:ffff,BR
2001:12d8::,2001:12d8:ffff:ffff:ffff:ffff:ffff:ffff,BR
2001:12e0::,2001:12e0:ffff:ffff:ffff:ffff:ffff:ffff,BR
2001:12e8::,2001:12e8:ffff:ffff:ffff:ffff:ffff:ffff,BR
2001:12f0::,2001:12f0:ffff:ffff:ffff:ffff:ffff:ffff,BR
2001:12f8:2::,2001:12f8:d:ffff:ffff:ffff:ffff:ffff,BR
2001:12fe::,2001:12ff:ffff:ffff:ffff:ffff:ffff:ffff,BR
2001:1300::,2001:1300:ffff:ffff:ffff:ffff:ffff:ffff,PE
2001:1308::,2001:1308:ffff:ffff:ffff:ffff:ffff:ffff,DO
2001:1310::,2001:1310:ffff:ffff:ffff:ffff:ffff:ffff,CL
2001:1318::,2001:1318:ffff:ffff:ffff:ffff:ffff:ffff,AR
2001:1320::,2001:1320:ffff:ffff:ffff:ffff:ffff:ffff,PY
2001:1328::,2001:1328:ffff:ffff:ffff:ffff:ffff:ffff,UY
2001:1330::,2001:1337:ffff:ffff:ffff:ffff:ffff:ffff,CR
2001:1338::,2001:1338:ffff:ffff:ffff:ffff:ffff:ffff,VE
2001:1340::,2001:1340:ffff:ffff:ffff:ffff:ffff:ffff,CU
2001:1348::,2001:1348:ffff:ffff:ffff:ffff:ffff:ffff,UY
2001:1350::,2001:1350:ffff:ffff:ffff:ffff:ffff:ffff,AR
2001:1358::,2001:1358:ffff:ffff:ffff:ffff:ffff:ffff,CU
2001:1360::,2001:1360:ffff:ffff:ffff:ffff:ffff:ffff,GT
2001:1368::,2001:1368:ffff:ffff:ffff:ffff:ffff:ffff,PA
2001:1378::,2001:1378:ffff:ffff:ffff:ffff:ffff:ffff,BO
2001:1380::,2001:1380:ffff:ffff:ffff:ffff:ffff:ffff,PE
2001:1388::,2001:1388:ffff:ffff:ffff:ffff:ffff:ffff,PE
2001:1398::,2001:1398:ffff:ffff:ffff:ffff:ffff:ffff,CL
2001:13a8::,2001:13a8:ffff:ffff:ffff:ffff:ffff:ffff,MX
2001:13b0::,2001:13b7:ffff:ffff:ffff:ffff:ffff:ffff,AR
2001:13c7:6000::,2001:13c7:6000:ffff:ffff:ffff:ffff:ffff,CO
2001:13c7:6001::,2001:13c7:6001:ffff:ffff:ffff:ffff:ffff,AR
2001:13c7:6002::,2001:13c7:6002:ffff:ffff:ffff:ffff:ffff,SX
2001:13c7:6003::,2001:13c7:6003:ffff:ffff:ffff:ffff:ffff,HT
2001:13c7:6004::,2001:13c7:6005:ffff:ffff:ffff:ffff:ffff,CW
2001:13c7:6006::,2001:13c7:6006:ffff:ffff:ffff:ffff:ffff,EC
2001:13c7:6007::,2001:13c7:600e:ffff:ffff:ffff:ffff:ffff,AR
2001:13c7:6010::,2001:13c7:601f:ffff:ffff:ffff:ffff:ffff,AR
2001:13c7:6f00::,2001:13c7:6fff:ffff:ffff:ffff:ffff:ffff,EC
2001:13c7:7000::,2001:13c7:7000:ffff:ffff:ffff:ffff:ffff,MX
2001:13c7:7001::,2001:13c7:7003:ffff:ffff:ffff:ffff:ffff,UY
2001:13c7:7004::,2001:13c7:7004:ffff:ffff:ffff:ffff:ffff,CR
2001:13c7:7005::,2001:13c7:7009:ffff:ffff:ffff:ffff:ffff,UY
2001:13c7:7010::,2001:13c7:7013:ffff:ffff:ffff:ffff:ffff,UY
2001:13c7:7014::,2001:13c7:7014:ffff:ffff:ffff:ffff:ffff,MX
2001:13c7:7020::,2001:13c7:702f:ffff:ffff:ffff:ffff:ffff,UY
2001:13c8::,2001:13c8:ffff:ffff:ffff:ffff:ffff:ffff,CU
2001:13d0::,2001:13d7:ffff:ffff:ffff:ffff:ffff:ffff,AR
2001:13d8::,2001:13d8:ffff:ffff:ffff:ffff:ffff:ffff,CR
2001:13e0::,2001:13e0:ffff:ffff:ffff:ffff:ffff:ffff,DO
2001:13e8::,2001:13e8:ffff:ffff:ffff:ffff:ffff:ffff,AR
2001:13f0::,2001:13f0:ffff:ffff:ffff:ffff:ffff:ffff,DO
2001:13f8::,2001:13f8:ffff:ffff:ffff:ffff:ffff:ffff,CO
2001:1400::,2001:1407:ffff:ffff:ffff:ffff:ffff:ffff,SE
2001:1408::,2001:1408:ffff:ffff:ffff:ffff:ffff:ffff,AT
2001:1410::,2001:1410:ffff:ffff:ffff:ffff:ffff:ffff,DE
2001:1418::,2001:141f:ffff:ffff:ffff:ffff:ffff:ffff,IT
2001:1420::,2001:1427:ffff:ffff:ffff:ffff:ffff:ffff,GB
2001:1428::,2001:1428:ffff:ffff:ffff:ffff:ffff:ffff,RU
2001:1430::,2001:1430:ffff:ffff:ffff:ffff:ffff:ffff,FI
2001:1438::,2001:1438:ffff:ffff:ffff:ffff:ffff:ffff,DE
2001:1440::,2001:1440:ffff:ffff:ffff:ffff:ffff:ffff,DE
2001:1448::,2001:1448:ffff:ffff:ffff:ffff:ffff:ffff,DK
2001:1450::,2001:1450:ffff:ffff:ffff:ffff:ffff:ffff,IT
2001:1458::,2001:1459:ffff:ffff:ffff:ffff:ffff:ffff,CH
2001:1460::,2001:1460:ffff:ffff:ffff:ffff:ffff:ffff,NL
2001:1468::,2001:146f:ffff:ffff:ffff:ffff:ffff:ffff,CZ
2001:1470::,2001:1477:ffff:ffff:ffff:ffff:ffff:ffff,SI
2001:1478::,2001:1478:ffff:ffff:ffff:ffff:ffff:ffff,US
2001:1488::,2001:148f:ffff:ffff:ffff:ffff:ffff:ffff,CZ
2001:1490::,2001:1497:ffff:ffff:ffff:ffff:ffff:ffff,SA
2001:1498::,2001:1498:ffff:ffff:ffff:ffff:ffff:ffff,ES
2001:14a0::,2001:14a0:ffff:ffff:ffff:ffff:ffff:ffff,NL
2001:14a8::,2001:14a8:ffff:ffff:ffff:ffff:ffff:ffff,CH
2001:14b0::,2001:14b0:ffff:ffff:ffff:ffff:ffff:ffff,DE
2001:14b8::,2001:14bf:ffff:ffff:ffff:ffff:ffff:ffff,FI
2001:14c0::,2001:14c0:ffff:ffff:ffff:ffff:ffff:ffff,DE
2001:14c8::,2001:14c8:ffff:ffff:ffff:ffff:ffff:ffff,FR
2001:14d0::,2001:14d7:ffff:ffff:ffff:ffff:ffff:ffff,DK
2001:14d8::,2001:14d8:ffff:ffff:ffff:ffff:ffff:ffff,DE
2001:14e0::,2001:14e0:ffff:ffff:ffff:ffff:ffff:ffff,DE
2001:14e8::,2001:14e8:ffff:ffff:ffff:ffff:ffff:ffff,IR
2001:14f0::,2001:14f8:ffff:ffff:ffff:ffff:ffff:ffff,DE
2001:1500::,2001:1500:ffff:ffff:ffff:ffff:ffff:ffff,IR
