42540853245348708490617987475823394816,42540853324576871004882325069367345151,MX
42540853324596213817996159136162643968,42540853324615556631109993202957942783,MX
42540853879174008604732688224174997504,42540853958402171118997025817718947839,MX
42540854512999308718847388972526600192,42540854592227471233111726566070550527,MX
42540855146824608832962089720878202880,42540855226052771347226427314422153215,MX
42540855780649908947076790469229805568,42540855859879280387160742691948462079,MX
42540856414475209061191491217581408256,42540856493703371575455828811125358591,MX
42540856731387859118248841591757209600,42540856810616021632513179185301159935,MX
42540857048300509175306191965933010944,42540857127528671689570529559476961279,MX
42540857682125809289420892714284613632,42540857761353971803685230307828563967,MX
42540858315951109403535593462636216320,42540858395179271917799931056180166655,MX
42540858949776409517650294210987819008,42540859029004572031914631804531769343,MX
42540859583601709631764994959339421696,42540859662829872146029332552883372031,MX
42540860217427009745879695707691024384,42540860296655172260144033301234974719,MX
42540860851252309859994396456042627072,42540860930480472374258734049586577407,MX
42540862118902910088223797952745832448,42540862198131072602488135546289782783,MX
42540862752728210202338498701097435136,42540862831956372716602836294641385471,MX
42540863386553510316453199449449037824,42540863465781672830717537042992988159,BR
42540863703466160373510549823624839168,42540863782694322887774887417168789503,BR
42540864020378810430567900197800640512,42540864099606972944832237791344590847,BR
42540864337291460487625250571976441856,42540864416519623001889588165520392191,BR
42540864654204110544682600946152243200,42540864812660435573211276133240143871,BR
42540864971116760601739951320328044544,42540865050344923116004288913871994879,BR
42540865288029410658797301694503845888,42540865367257573173061639288047796223,BR
42540865604942060715854652068679647232,42540865684170223230118989662223597567,BR
42540865921854710772912002442855448576,42540866001082873287176340036399398911,BR
42540866238767360829969352817031249920,42540866317995523344233690410575200255,BR
42540866872592660944084053565382852608,42540866951820823458348391158926802943,BR
42540867189505311001141403939558653952,42540867268733473515405741533102604287,BR
42540867506417961058198754313734455296,42540867585646123572463091907278405631,BR
42540867823330611115256104687910256640,42540867902558773629520442281454206975,BR
42540868140243261172313455062086057984,42540868219471423686577792655630008319,BR
42540868457155911229370805436261859328,42540868536384073743635143029805809663,BR
42540868774068561286428155810437660672,42540868853296723800692493403981611007,BR
42540869090981211343485506184613462016,42540869170209373857749843778157412351,BR
42540869724806511457600206932965064704,42540869804034673971864544526509015039,BR
42540870358631811571714907681316667392,42540870437859974085979245274860617727,BR
42540870992457111685829608429668270080,42540871071685274200093946023212220415,BR
42540871626282411799944309178019872768,42540871705510574314208646771563823103,BR
42540872260107711914059009926371475456,42540872339335874428323347519915425791,BR
42540872893935429879812939933072490496,42540872893949936989648315483168964607,BR
42540873369301987113759736235986780160,42540873527758312142288411423074680831,BR
42540873527758312142288411423074680832,42540873606986474656552749016618631167,PE
42540874161583612256403112171426283520,42540874240811774770667449764970233855,DO
42540874795408912370517812919777886208,42540874874637074884782150513321836543,CL
42540875429234212484632513668129488896,42540875508462374998896851261673439231,AR
42540876063059512598747214416481091584,42540876142287675113011552010025041919,PY
42540876696884812712861915164832694272,42540876776112975227126252758376644607,UY
42540877330710112826976615913184296960,42540877964535412941091316661535899647,CR
42540877964535412941091316661535899648,42540878043763575455355654255079849983,VE
42540878598360713055206017409887502336,42540878677588875569470355003431452671,CU
42540879232186013169320718158239105024,42540879311414175683585055751783055359,UY
42540879866011313283435418906590707712,42540879945239475797699756500134658047,AR
42540880499836613397550119654942310400,42540880579064775911814457248486260735,CU
42540881133661913511664820403293913088,42540881212890076025929157996837863423,GT
42540881767487213625779521151645515776,42540881846715376140043858745189466111,PA
42540883035137813854008922648348721152,42540883114365976368273260241892671487,BO
42540883668963113968123623396700323840,42540883748191276482387960990244274175,PE
42540884302788414082238324145051926528,42540884382016576596502661738595876863,PE
42540885570439014310467725641755131904,42540885649667176824732063235299082239,CL
42540886838089614538697127138458337280,42540886917317777052961464732002287615,MX
42540887471914914652811827886809939968,42540888105740214766926528635161542655,AR
42540889323873213423740719135899779072,42540889323874422349560333765074485247,CO
42540889323874422349560333765074485248,42540889323875631275379948394249191423,AR
42540889323875631275379948394249191424,42540889323876840201199563023423897599,SX
42540889323876840201199563023423897600,42540889323878049127019177652598603775,HT
42540889323878049127019177652598603776,42540889323880466978658406910948016127,CW
42540889323880466978658406910948016128,42540889323881675904478021540122722303,EC
42540889323881675904478021540122722304,42540889323891347311034938573520371711,AR
42540889323892556236854553202695077888,42540889323911899049968387269490376703,AR
42540889328515488571060895166771494912,42540889328824973580882240235496275967,EC
42540889328824973580882240235496275968,42540889328826182506701854864670982143,MX
42540889328826182506701854864670982144,42540889328829809284160698752195100671,UY
42540889328829809284160698752195100672,42540889328831018209980313381369806847,CR
42540889328831018209980313381369806848,42540889328837062839078386527243337727,UY
42540889328844316393996074302291574784,42540889328849152097274532818990399487,UY
42540889328849152097274532818990399488,42540889328850361023094147448165105663,MX
42540889328863659207109908369086873600,42540889328883002020223742435882172415,UY
42540889373390814995155930131864748032,42540889452618977509420267725408698367,CU
42540890007216115109270630880216350720,42540890641041415223385331628567953407,AR
42540890641041415223385331628567953408,42540890720269577737649669222111903743,CR
42540891274866715337500032376919556096,42540891354094877851764369970463506431,DO
42540891908692015451614733125271158784,42540891987920177965879070718815109119,AR
42540892542517315565729433873622761472,42540892621745478079993771467166711807,DO
42540893176342615679844134621974364160,42540893255570778194108472215518314495,CO
42540893810167915793958835370325966848,42540894443993215908073536118677569535,SE
42540894443993215908073536118677569536,42540894523221378422337873712221519871,AT
42540895077818516022188236867029172224,42540895157046678536452574460573122559,DE
42540895711643816136302937615380774912,42540896345469116250417638363732377599,IT
42540896345469116250417638363732377600,42540896979294416364532339112083980287,GB
42540896979294416364532339112083980288,42540897058522578878796676705627930623,RU
42540897613119716478647039860435582976,42540897692347878992911377453979533311,FI
42540898246945016592761740608787185664,42540898326173179107026078202331135999,DE
42540898880770316706876441357138788352,42540898959998479221140778950682738687,DE
42540899514595616820991142105490391040,42540899593823779335255479699034341375,DK
42540900148420916935105842853841993728,42540900227649079449370180447385944063,IT
42540900782246217049220543602193596416,42540900940702542077749218789281497087,CH
42540901416071517163335244350545199104,42540901495299679677599581944089149439,NL
42540902049896817277449945098896801792,42540902683722117391564645847248404479,CZ
42540902683722117391564645847248404480,42540903317547417505679346595600007167,SI
42540903317547417505679346595600007168,42540903396775580019943684189143957503,US
42540904585198017733908748092303212544,42540905219023317848023448840654815231,CZ
42540905219023317848023448840654815232,42540905852848617962138149589006417919,SA
42540905852848617962138149589006417920,42540905932076780476402487182550368255,ES
42540906486673918076252850337358020608,42540906565902080590517187930901970943,NL
42540907120499218190367551085709623296,42540907199727380704631888679253573631,CH
42540907754324518304482251834061225984,42540907833552680818746589427605176319,DE
42540908388149818418596952582412828672,42540909021975118532711653330764431359,FI
42540909021975118532711653330764431360,42540909101203281046975990924308381695,DE
42540909655800418646826354079116034048,42540909735028581161090691672659984383,FR
42540910289625718760941054827467636736,42540910923451018875055755575819239423,DK
42540910923451018875055755575819239424,42540911002679181389320093169363189759,DE
42540911557276318989170456324170842112,42540911636504481503434793917714792447,DE
42540912191101619103285157072522444800,42540912270329781617549494666066395135,IR
42540912824926919217399857820874047488,42540913537980381845778896162769600511,DE
42540914092577519445629259317577252864,42540914171805681959893596911121203199,IR
42540914726402819559743960065928855552,42540914805630982074008297659472805887,CZ
42540915360228119673858660814280458240,42540915439456282188122998407824408575,GB
42540916627878719902088062310983663616,42540916707106882416352399904527613951,DE
42540917261704020016202763059335266304,42540917340932182530467100652879216639,CZ
42540917895529320130317463807686868992,42540917974757482644581801401230819327,EE
42540918529354620244432164556038471680,42540918608582782758696502149582422015,FR
42540919163179920358546865304390074368,42540919242408082872811202897934024703,NL
42540919797005220472661566052741677056,42540920430830520586776266801093279743,GR
42540921064655820700890967549444882432,42540921143883983215155305142988832767,CH
42540921698481120815005668297796485120,42540922332306420929120369046148087807,DE
42540922332306420929120369046148087808,42540922411534583443384706639692038143,CZ
42540923599957021157349770542851293184,42540924233782321271464471291202895871,DE
42540924233782321271464471291202895872,42540924313010483785728808884746846207,DK
42540924867607621385579172039554498560,42540925501432921499693872787906101247,PT
42540925501432921499693872787906101248,42540925580661084013958210381450051583,SI
42540926135258221613808573536257703936,42540926214486384128072911129801654271,BE
42540927402908821842037975032960909312,42540927482136984356302312626504859647,IT
42540928036734121956152675781312512000,42540928115962284470417013374856462335,NL
42540928670559422070267376529664114688,42540928749787584584531714123208065023,NL
42540929304384722184382077278015717376,42540929938210022298496778026367320063,SI
42540929938210022298496778026367320064,42540930017438184812761115619911270399,NL
42540931205860622526726179523070525440,42540931839685922640840880271422128127,PT
42540931839685922640840880271422128128,42540931918914085155105217864966078463,GB
42540932473511222754955581019773730816,42540933107336522869070281768125333503,CZ
42540933107336522869070281768125333504,42540933186564685383334619361669283839,DE
42540933741161822983184982516476936192,42540933820389985497449320110020886527,DK
42540934374987123097299683264828538880,42540935008812423211414384013180141567,CH
42540935008812423211414384013180141568,42540935088040585725678721606724091903,DE
42540935642637723325529084761531744256,42540936276463023439643785509883346943,LU
42540936276463023439643785509883346944,42540936910288323553758486258234949631,AT
42540936910288323553758486258234949632,42540937227200973610815836632410750975,CH
42540938177938923781987887754938155008,42540938811764223896102588503289757695,SE
42540938811764223896102588503289757696,42540938890992386410366926096833708031,DE
42540939445589524010217289251641360384,42540939524817686524481626845185310719,DE
42540940713240124238446690748344565760,42540940792468286752711028341888516095,FR
42540941347065424352561391496696168448,42540941980890724466676092245047771135,FI
42540941980890724466676092245047771136,42540942060118886980940429838591721471,SE
42540942614716024580790792993399373824,42540942693944187095055130586943324159,GB
42540943248541324694905493741750976512,42540943327769487209169831335294926847,OM
42540943882366624809020194490102579200,42540943961594787323284532083646529535,IT
42540944516191924923134895238454181888,42540945150017225037249595986805784575,CH
42540945150017225037249595986805784576,42540945783842525151364296735157387263,SI
42540945783842525151364296735157387264,42540945863070687665628634328701337599,NL
42540946417667825265478997483508989952,42540946496895987779743335077052940287,LU
42540947051493125379593698231860592640,42540947685318425493708398980212195327,SA
42540947685318425493708398980212195328,42540947764546588007972736573756145663,IT
42540948319143725607823099728563798016,42540948398371888122087437322107748351,PL
42540948952969025721937800476915400704,42540949032197188236202138070459351039,DE
42540949586794325836052501225267003392,42540950220619625950167201973618606079,AU
42540950854444926064281902721970208768,42540950933673088578546240315514159103,IT
42540951488270226178396603470321811456,42540951567498388692660941063865761791,SE
42540952122095526292511304218673414144,42540952755920826406626004967025016831,DE
42540952755920826406626004967025016832,42540952835148988920890342560568967167,NL
42540953389746126520740705715376619520,42540954023571426634855406463728222207,DE
42540954023571426634855406463728222208,42540954102799589149119744057272172543,NL
42540954657396726748970107212079824896,42540957192697927205428910205486235647,CH
42540974939806330400640531159331110912,42540975019034492914904868752875061247,US
42540975573631630514755231907682713600,42540975652859793029019569501226663935,GD
42540976207456930628869932656034316288,42540976286685093143134270249578266623,US
42540976841282230742984633404385918976,42540976920510393257248970997929869311,US
42540977475107530857099334152737521664,42540977554335693371363671746281471999,US
42540978108932830971214034901089124352,42540978188160993485478372494633074687,US
42540978742758131085328735649440727040,42540978821986293599593073242984677375,US
42540979376583431199443436397792329728,42540979455811593713707773991336280063,US
42540980010408731313558137146143932416,42540980089636893827822474739687882751,US
42540980644234031427672837894495535104,42540980723462193941937175488039485439,US
42540981278059331541787538642847137792,42540981357287494056051876236391088127,US
42540982545709931770016940139550343168,42540982624938094284281277733094293503,US
42540983179535231884131640887901945856,42540983258763394398395978481445896191,US
42540984447185832112361042384605151232,42540984526413994626625379978149101567,US
42540985714836432340590443881308356608,42540985794064594854854781474852306943,US
42540986348661732454705144629659959296,42540987061715195083084182971555512319,US
42540987616312332682934546126363164672,42540987695540495197198883719907115007,US
42540988250137632797049246874714767360,42540988329365795311313584468258717695,US
42540988883962932911163947623066370048,42540988963191095425428285216610320383,US
42540989517788233025278648371417972736,42540989597016395539542985964961923071,US
42540990151613533139393349119769575424,42540990230841695653657686713313525759,CA
42540990785438833253508049868121178112,42540990864666995767772387461665128447,US
42540992053089433481737451364824383488,42540992132317595996001788958368333823,US
42540992686914733595852152113175986176,42540992766142896110116489706719936511,US
42540993320740033709966852861527588864,42540993399968196224231190455071539199,US
42540993954565333824081553609879191552,42540994033793496338345891203423141887,CA
42540994588390633938196254358230794240,42540994667618796452460591951774744575,CA
42540995222215934052310955106582396928,42540995301444096566575292700126347263,US
42540995856041234166425655854933999616,42540995935269396680689993448477949951,US
42540996489866534280540356603285602304,42540996569094696794804694196829552639,US
42540997757517134508769758099988807680,42540997836745297023034095693532758015,CA
