16777216,16777471,US
16778240,16779263,AU
16793600,16809983,JP
16843008,16843263,US
16859136,16875263,JP
17104896,17170431,JP
17170432,17236223,IN
17268736,17287679,IN
17287936,17293567,IN
17293568,17293823,US
17293824,17294591,IN
17294848,17298943,IN
17301760,17302015,CN
17303552,17303807,CN
17367040,17432575,MY
17498112,17500159,KR
17504256,17506303,KR
17508352,17510399,KR
17512448,17563647,KR
17563648,17825791,CN
17825792,17842175,KR
17986560,17986815,KR
17987328,17987583,KR
17989376,17990399,KR
18087936,18105087,TH
18117888,18118143,TH
18118400,18119679,TH
18119936,18120703,TH
18153472,18219007,JP
18219776,18220799,IN
18221056,18221823,IN
18222080,18224383,IN
18225152,18226431,IN
18226688,18232063,IN
18232320,18234879,IN
18235392,18236415,IN
18236672,18236927,IN
18237440,18238463,IN
18238720,18240511,IN
18241536,18246655,IN
18247680,18248447,IN
18248704,18251775,IN
18252800,18255103,IN
18256128,18260479,IN
18260736,18262271,IN
18262528,18267647,IN
18268160,18270719,IN
18271744,18273023,IN
18273280,18274815,IN
18275072,18276607,IN
18277376,18279679,IN
18280448,18281471,IN
18281728,18286335,IN
18287360,18288127,IN
18289152,18290687,IN
18290944,18291711,IN
18291968,18299391,IN
18300160,18300671,IN
18301952,18302719,IN
18303232,18303487,IN
18304000,18306815,IN
18307584,18308095,IN
18308352,18308607,IN
18309376,18313215,IN
18313728,18315263,IN
18315520,18318079,IN
18318336,18318591,IN
18319360,18323455,IN
18325504,18328575,IN
18329088,18330111,IN
18330624,18331647,IN
18331904,18333951,IN
18334208,18334975,IN
18335232,18335743,IN
18336768,18337023,IN
18337280,18337535,IN
18337792,18340351,IN
18340864,18341119,IN
18341888,18349823,IN
18350080,18874367,CN
18874368,18907135,MY
18923520,18930431,SG
18930688,18930943,SG
18931200,18933759,SG
18934016,18936575,SG
18936832,18939903,SG
18939904,19005439,JP
19005440,19136511,TW
19136512,19202047,HK
19202048,19267583,PH
19320832,19321087,IN
19321088,19321855,HK
19398656,19726335,AU
19726336,19791871,CN
19791872,19922943,TH
19922944,19939327,CN
19955712,19972095,CN
19980288,20013055,CN
20021248,20029439,CN
20037632,20185087,CN
20185088,20447231,VN
20447232,20971519,CN
20971520,21102591,HK
21233664,21430271,CN
21432320,21495807,CN
22020096,22544383,CN
22764288,22764288,RU
22806528,23068671,CN
23068672,24117247,KR
24117248,24379391,JP
