0:0:0:0:2001:200::,0::8000:0:2001:200:7fff:ffff,JP
0:0:0:0:2001:208::,0::8000:0:2001:208:7fff:ffff,SG
0:0:0:0:2001:218::,0::8000:0:2001:218:7fff:ffff,JP
0:0:0:0:2001:220::,0::8000:0:2001:230:7fff:ffff,KR
0:0:0:0:2001:240::,0::8000:0:2001:240:7fff:ffff,JP
0:0:0:0:2001:250::,0:1::2001:255:ffff:ffff,CN
0:0:0:0:2001:258::,0::8000:0:2001:268:7fff:ffff,JP
0:0:0:0:2001:270::,0::8000:0:2001:270:7fff:ffff,KR
0:0:0:0:2001:278::,0::8000:0:2001:278:7fff:ffff,JP
0:0:0:0:2001:280::,0::8000:0:2001:280:7fff:ffff,KR
0:0:0:0:2001:288::,0::8000:0:2001:288:7fff:ffff,TW
0:0:0:0:2001:290::,0::8000:0:2001:290:7fff:ffff,KR
0:0:0:0:2001:298::,0::8000:0:2001:2a8:7fff:ffff,JP
0:0:0:0:2001:2b0::,0:1::2001:2b8:ffff:ffff,KR
0:0:0:0:2001:2c0::,0::8000:0:2001:2c8:7fff:ffff,JP
0:0:0:0:2001:2d8::,0::8000:0:2001:2d8:7fff:ffff,KR
0:0:0:0:2001:2e0::,0::8000:0:2001:2e0:7fff:ffff,HK
0:0:0:0:2001:2e8::,0::8000:0:2001:318:7fff:ffff,JP
0:0:0:0:2001:320::,0::8000:0:2001:330:7fff:ffff,KR
0:0:0:0:2001:338::,0::8000:0:2001:358:7fff:ffff,JP
0:0:0:0:2001:360::,0::8000:0:2001:360:7fff:ffff,AU
0:0:0:0:2001:368::,0::8000:0:2001:370:7fff:ffff,JP
0:0:0:0:2001:378::,0::8000:0:2001:378:7fff:ffff,KR
0:0:0:0:2001:380::,0::8000:0:2001:380:7fff:ffff,JP
0:0:0:0:2001:388::,0::8000:0:2001:388:7fff:ffff,AU
0:0:0:0:2001:390::,0::8000:0:2001:390:7fff:ffff,KR
